R65217	P33142	L208334
R61271	P33134	L161331
R10032	P4001	L10071
R66332	P33151	L221723
R67244	P33142	L232658
R56501	P15068	L115714
R41252	P27	L79485
R25045	HAS_RESULTS	L46059
R67592	P33147	L236839
R59603	P33047	L143405
R26077	P29	L51381
R65535	P33145	L212153
R58295	P33045	L130323
R66694	P33142	L226058
R56775	P15068	L118233
R63417	P33139	L187088
R66112	P33151	L219083
R27758	P15256	R27725
R66985	P33147	L229555
R64188	P33144	L196009
R64575	P33143	L200652
R66676	P33142	L225842
R31750	P15458	L64084
R59262	P33046	L139994
R56242	P30002	L113601
R54167	P31023	L101515
R67842	HAS_VENUE	R67696
R38442	P27	R38454
R61994	P33133	L170006
R58282	P33045	L130193
R59219	P2005	R58159
R54686	P27	L106526
R54858	P31023	L108227
R66849	P33151	L227927
R30104	P15342	R29654
R28565	P15289	L57657
R61093	P33140	L159201
R57838	P31005	L126995
R28809	P15293	R28807
R62570	P33137	L176922
R67207	P2005	R63783
R63699	P33134	L190467
R61032	P33132	L158461
R54458	P32118	L104288
R4037	P4001	L3033
R29280	P32	R29113
R64724	P33145	L202442
R25132	P15018	L46390
R63603	P33132	L189313
R49159	P27	L90236
R61838	P2005	R60165
R67120	P33146	L231174
R52133	P31	R53396
R61181	P33140	L160257
R66636	P33143	L225363
R61310	P33137	L161802
R63029	P33134	L182427
R64880	P33141	L204289
R59362	P33049	L140997
R32931	P15558	L68678
R64759	P33142	L202859
R28155	P29	L56744
R63362	P33140	L186429
R29622	P15343	R29615
R64780	P33148	L203117
R58439	P33042	L131760
R52082	P9040	L95663
R65971	P33143	L217383
R38301	P18068	R38319
R60613	P33130	L153431
R31393	P31	R31394
R62267	P33133	L173282
R30709	P15376	L61523
R55165	HAS_VALUE	R46889
R60557	P33131	L152760
R65921	P33151	L216791
R25698	P27	L48700
R63027	P33133	L182402
R31890	P15476	L64640
R30936	P15387	R30882
R27406	P15229	L54947
R56278	P33010	L113905
R63127	P33133	L183602
R56318	P31023	L114220
R63731	P2005	R60165
R6297	P5021	R6202
R66853	P33148	L227972
R43028	P22028	L81464
R29157	P15330	L59173
R53298	P28	L98412
R64673	P33145	L201830
R29752	P32	R29367
R62711	P33133	L178610
R61852	P33134	L168303
R25522	P15056	L48004
R62075	P33129	L170974
R60870	P33139	L156524
R27334	P32	R27280
R27229	P15188	R27142
R61783	P33132	L167473
R65245	P33141	L208669
R31241	P28	L62672
R52334	P27	L96534
R25643	P28	L48466
R49281	TemplateComponentOrder	L90391
R53332	P31005	L98628
R63745	P33134	L191019
R48413	P31	R48415
R25853	P27	L49797
R29233	P31	R29234
R68341	P34015	R68327
R25426	P27	L47534
R32378	P15510	R32368
R64326	P33152	L197673
R59275	P33043	L140121
R64966	P33150	L205330
R65495	P33144	L211672
R59040	P33042	L137770
R32934	P27	L68727
R29217	P27	L59344
R28580	P15279	L57789
R64498	P33141	L199726
R65070	P33143	L206571
R50789	P26	L93012
R54189	P32	R54013
R25006	P9040	L46031
R61315	P33131	L161856
R63880	P33148	L192317
R26032	P15108	L51002
R25577	P26	L48270
R61398	P33135	L162856
R38915	P27	L76691
R23260	P27	L44902
R27281	P27	L54451
R59785	P33065	L144791
R52290	contains	R52287
R67509	P2005	R63783
R69582	P34084	R69542
R66311	P33149	L221469
R62831	P33130	L180047
R60413	P33137	L151038
R27674	P29	L55770
R59244	P33044	L139812
R59680	P33049	L144177
R63419	P33140	L187113
R34873	HAS_IMPLEMENTATION	R34880
R66592	P33149	L224841
R62142	P33131	L171780
R54186	P26	L101698
R26506	P30	R11
R44843	P5049	R44823
R64182	P33143	L195936
R28596	P27	L57949
R60435	P33140	L151305
R27257	P15191	L54367
R46170	P28	L86597
R66578	P33147	L224671
R61505	P33129	L164134
R56373	P27030	L114668
R56997	P9040	L120254
R38264	P27	L76233
R66328	P33146	L221670
R63471	P33134	L187731
R66061	P33151	L218471
R44232	P27	R69381
R8480	P27	L8570
R49502	P27	L90771
R30934	P15072	L62199
R57820	P27	L126785
R31858	P32	R31811
R58411	P33048	L131486
R64923	P33151	L204815
R63586	P33131	L189108
R64426	P33146	L198867
R60051	P33102	L147183
R51197	HAS_RESULTS	R51091
R59972	P33096	L146541
R26805	P26	L53312
R65436	P33141	L210961
R44700	P27	L83516
R53366	P28	L98836
R60113	P33126	L147586
R54170	P28	L101549
R46659	P25061	L87941
R55303	HAS_EVALUATION	L110937
R59141	P33044	L138782
R26092	P32	R26064
R34316	reference	L72109
R66663	P33149	L225693
R70588	P34123	L242715
R66572	P33152	L224604
R30453	P31	R30454
R58423	P33045	L131603
R64477	P33146	L199479
R61802	P33139	L167708
R27109	P32	R27070
R31579	P15423	R31577
R57221	P27	L122378
R63158	P33133	L183974
R34271	P15238	L71997
R53370	P31002	L98863
R32568	P27	L66414
R56668	P29	L117254
R66484	P33152	L223548
R23433	P7120	L45607
R60879	P33131	L156624
R54986	P30001	L108786
R63970	P33145	L193394
R27339	P27	L54599
R57593	P27030	L124329
R64602	P33150	L200983
R56268	P33010	L113822
R62310	P33139	L173804
R65816	P33143	L215523
R62607	P33139	L177368
R67440	P33143	L235011
R58241	P33049	L129787
R63064	P33140	L182853
R54315	P32119	L102916
R59737	P33054	L144515
R63108	P33130	L183371
R65143	P33149	L207453
R60795	P33137	L155622
R53304	P30001	L98445
R62649	P33133	L177866
R60711	P33139	L154616
R60390	P33138	L150763
R43000	P30	R140
R53343	P29012	L98692
R62115	P33140	L171465
R56161	P30004	L112914
R4027	P4001	L3068
R61070	P33129	L158914
R56282	P30001	L113931
R62126	P33130	L171587
R45102	P28	L85114
R64745	P33144	L202693
R53269	P31006	L98232
R48214	TemplateComponent	R70517
R56248	P31023	L113647
R59878	P33077	L145586
R62567	P33130	L176879
R50542	P31	R51004
R63247	P33131	L185040
R64220	P33145	L196394
R61886	P33138	L168715
R59496	P33046	L142334
R46953	HAS_VALUE	R46966
R59979	P33095	L146624
R54319	P31005	L102969
R28132	P29	L56680
R63288	P33138	L185539
R65828	P33151	L215675
R27984	P30	R11
R44910	P27	R56030
R57392	P32	R57102
R67405	P33143	L234591
R58906	P33045	L136433
R57329	P30004	L123398
R63841	P33149	L191850
R61799	P33132	L167665
R65610	P33144	L213052
R63740	P33140	L190965
R62301	P33133	L173690
R61107	P33135	L159364
R33748	P15603	L70623
R34232	P15640	L71882
R60359	P33136	L150389
R64580	P33143	L200712
R33089	P15590	L69571
R54615	P15068	L105826
R65867	P33144	L216136
R31299	compareContribution	R31292
R31812	P27	L64332
R38565	P26	L76554
R66936	P33147	L228967
R61145	P33139	L159824
R62547	P33138	L176647
R61966	P33138	L169675
R63458	P2005	R60165
R67251	P33141	L232741
R67123	P33149	L231213
R67041	P2005	R63783
R59045	P33045	L137823
R54184	P28	L101684
R61424	P33132	L163165
R64654	P33145	L201602
R62502	P33132	L176101
R30787	P15383	L61903
R67619	P28	L237089
R30625	P15371	L61299
R63015	P2005	R60165
R54522	P30002	L104911
R63149	P33129	L183862
R65721	P33146	L214386
R32698	P15517	R32696
R33658	P15605	L70147
R61390	P33131	L162756
R67338	P33145	L233789
R66152	P33152	L219564
R66007	P33145	L217817
R62092	P33132	L171181
R32472	P15515	L66136
R62784	P2005	R60165
R63831	P33144	L191725
R61147	P33139	L159848
R25077	P27	L46126
R64818	P33143	L203547
R31675	P15427	L63307
R61631	P2005	R60165
R67081	P33141	L230701
R63520	P33135	L188320
R61198	P33131	L160452
R64405	P33148	L198617
R32969	P30	R11
R66001	P33144	L217744
R69642	P34080	R69629
R61358	P33138	L162379
R59542	P33042	L142790
R60322	P33130	L149939
R63282	P33129	L185458
R59544	P2005	R58159
R59368	P33048	L141056
R34148	P15072	L71596
R54566	P27030	L105328
R32639	P15522	L66697
R6318	P5022	R6206
R66543	P33141	L224245
R31881	P27	L64589
R54984	P27	L108767
R65427	P33142	L210854
R25778	P15089	L49170
R67325	P2005	R63783
R62605	P33134	L177339
R54169	P31024	L101540
R67059	P33143	L230439
R64342	P33148	L197861
R61114	P33138	L159451
R64547	P33152	L200325
R27186	P15188	R27171
R60357	P33136	L150365
R32478	P32	R32426
R25069	P15006	L46091
R60571	P33131	L152928
R43009	P22004	R43006
R53058	HAS_ORCID	L97074
R34111	P27	L71396
R65287	P33146	L209178
R23326	P27	L45168
R65181	P33152	L207912
R63594	P33129	L189202
R49004	P27	L90009
R66549	P33151	L224327
R33455	P27	L69789
R64202	P33150	L196183
R66825	P33145	L227633
R32098	P15502	L65496
R66845	P33144	L227872
R62994	P33135	L182008
R64722	P33151	L202424
R58783	P33048	L135206
R66124	P33146	L219222
R65873	P33146	L216210
R31434	P27	L62969
R53225	P31014	L97850
R62741	P33132	L178969
R66886	P33142	L228362
R60467	P33140	L151689
R61031	P33130	L158447
R58849	P33049	L135867
R65072	P33147	L206599
R66873	P33149	L228213
R60904	P33132	L156925
R25377	P26	L47428
R38980	P18092	L76788
R32889	P29	L67990
R44694	P23154	L83496
R65756	P33152	L214812
R60616	P33135	L153472
R66925	P33142	L228830
R63648	P33137	L189858
R55046	P30	R50
R64019	P33144	L193981
R63040	P33134	L182559
R56316	P9040	L114199
R33032	P15590	L69204
R6843	P5071	L5437
R65486	P33152	L211572
R33082	P27	L69520
R64265	P33144	L196933
R26903	P27	L53542
R66078	P33149	L218673
R34331	P27	L72145
R26176	P15141	R26169
R63014	P33134	L182247
R58831	P2005	R58159
R25418	P30	R11
R50005	hasSubject	R132
R64983	P33146	L205530
R38369	P27	L76301
R64376	P33142	L198263
R44064	P25002	L87014
R61697	P33139	L166448
R34853	HAS_IMPLEMENTATION	R34857
R31221	P15412	L62617
R53373	P31024	L98883
R65292	P33144	L209236
R64591	P33144	L200845
R63630	P33136	L189641
R6922	P5099	L5598
R56920	P33009	L119547
R25133	P28	L46396
R63077	P33136	L183005
R67078	P33147	L230671
R70765	P29	L243056
R27354	P27	L54647
R54867	compareContribution	R54598
R56969	P15068	L119984
R63831	P33150	L191731
R62867	P33133	L180482
R60260	P33134	L149199
R62683	P33130	L178271
R62259	P33139	L173192
R29338	P29	L59611
R33754	P15604	L70654
R62988	P33129	L181930
R63956	P33144	L193225
R44098	P32	R44086
R53326	P32	R53324
R64185	P33152	L195981
R64784	P33144	L203161
R32446	P29	L66060
R64662	P33152	L201705
R66919	P33144	L228760
R26445	P15023	L52498
R65806	P33146	L215406
R25091	P31	R25092
R64982	P33148	L205520
R65448	P33151	L211115
R28588	P15283	R12270
R68756	HAS_METHOD	R68034
R67234	P33152	L232548
R65862	P33147	L216079
R64883	P33143	L204327
R8713	P27	L8732
R60723	P33138	L154759
R61541	P33134	L164571
R54512	P27030	L104817
R54280	P31	R54281
R68699	HAS_METHOD	R51134
R30765	P27	L61771
R64653	P33143	L201588
R66388	P33150	L222394
R62502	P33138	L176107
R32890	P15539	L68009
R33021	P15584	R33019
R68151	HAS_ORCID	L238356
R31132	P15397	L62348
R62723	P33131	L178752
R59896	P33075	L145854
R54892	P7004	L108366
R64519	P33151	L199988
R64113	P33148	L195113
R28626	P31	R28627
R66189	P33148	L220004
R29598	P27	L59866
R33128	P32	R33101
R25226	P15032	L46678
R33564	P31	R33565
R62253	P33138	L173119
R32437	P30	R11
R41120	HAS_VENUE	R41243
R56269	P27	L113827
R62965	P33133	L181658
R57218	P31005	L122353
R4453	P27	L282
R67286	P33145	L233165
R32876	P15072	L67776
R67261	P33146	L232866
R54604	P32117	L105705
R65621	P33141	L213181
R57313	P29	L123244
R25668	P5030	R25666
R38391	P30	R14
R8635	P4003	R8745
R44770	P15699	L83760
R67523	P33146	L236010
R66662	P33147	L225679
R69561	P34086	R69537
R32754	P31	R32755
R56861	P27	L119015
R70462	P27	L242149
R63382	P33131	L186660
R66540	P33141	L224209
R54623	P9040	L105891
R60033	P2005	R59993
R32189	compareContribution	R32146
R29816	P29	L60008
R55028	P30004	L109169
R57792	P31005	L126481
R25646	P15070	L48479
R61284	P33130	L161483
R57170	P30001	L121900
R31421	P30	R11
R29431	P30	R11
R6400	P5020	R6194
R56354	P30004	L114518
R25884	P27	L50016
R26550	url	L52760
R60838	P33140	L156141
R31718	P15441	L63815
R65184	P33147	L207943
R56743	P33008	L117931
R53245	P27	L98035
R54574	P27	L105414
R67690	P29	L237234
R38573	P29	L76565
R25245	P27	L46836
R65019	P33146	L205962
R64970	P33143	L205371
R26716	P15163	R26158
R60069	P33103	L147400
R46551	P31	R46552
R44822	P19001	L83908
R66061	P33149	L218469
R59101	P33050	L138388
R9284	P27	R9281
R55118	P30004	L110007
R66416	P33141	L222721
R59289	P33041	L140259
R63678	P33135	L190216
R60544	P33130	L152603
R61552	P33136	L164705
R58371	P33044	L131082
R55048	P28	L109356
R62833	P33137	L180078
R61377	P33131	L162600
R26725	P15163	R26158
R66203	P33141	L220165
R65851	P33148	L215948
R6400	P5021	R6200
R34662	P32	R34606
R27594	P15237	R12230
R44445	P23112	L82486
R25820	P29	L49555
R62089	P33134	L171147
R62732	P33137	L178866
R50293	P29	L92371
R62557	P33133	L176762
R28594	P15262	R28113
R62962	P2005	R60165
R70563	P34118	L242529
R63259	P2005	R60165
R26634	P31	R26635
R58002	compareContribution	R57665
R9421	P7179	L9040
R12204	HAS_VENUE	R12205
R57053	P29	L120820
R64203	P33142	L196187
R65296	P33142	L209282
R57141	P31	R57142
R67521	P33149	L235989
R67092	P33152	L230844
R64559	P33146	L200463
R51314	HAS_ORCID	L94463
R57975	P27	L128535
R67518	P33148	L235952
R57098	P31023	L121253
R62275	P33131	L173376
R31732	P15459	L63949
R27662	P15246	L55734
R60626	P33137	L153594
R25882	P27	L49991
R57139	P31	R57140
R69297	P26	L239664
R67163	P33147	L231691
R63630	P33131	L189636
R30385	P32	R29367
R59062	P33043	L137991
R64489	P33142	L199619
R66438	P2005	R63783
R64871	P33150	L204190
R57343	P30	R50
R64053	P33151	L194396
R53244	P30004	L98031
R28037	P31	R28038
R57756	P30001	L126104
R50734	P27	L92897
R31407	P15423	R31344
R58275	P33043	L130121
R41150	P32	R41156
R26301	P33	R26299
R61585	P33133	L165098
R65517	P33152	L211944
R68364	P32	R68531
R26748	P27	L53153
R25077	P31	R25078
R69047	HAS_RESULTS	R50419
R53098	HAS_RESULTS	R51054
R59172	P33043	L139091
R64552	P33145	L200378
R39210	P26	L77041
R58429	P33049	L131667
R61226	P2005	R60165
R62025	P33140	L170385
R57772	P27	L126268
R59460	P33049	L141977
R64606	P33150	L201031
R4675	P4070	L3408
R38880	P21	R38478
R54246	P31	R54248
R56860	P31024	L119007
R67605	P33151	L236999
R49160	HAS_APPROACH	R49162
R31680	P2001	L63331
R25302	P26	L47119
R64947	P2005	R63783
R44536	TemplateComponentOccurrenceMin	L83157
R57278	P31005	L122932
R66735	P33147	L226555
R8339	HAS_APPROACH	R9474
R64627	P33144	L201277
R41632	P15003	R41627
R63759	P33129	L191182
R4054	P4001	L3071
R46212	P25012	L86677
R31797	P15463	L64293
R63311	P33137	L185814
R68374	P32	R68531
R8262	P28	L8225
R61678	P33140	L166221
R56771	P31024	L118194
R46536	P31	R46537
R64219	P33142	L196379
R70040	P29005	R70044
R63769	P33129	L191302
R58832	P33049	L135697
R60351	P33133	L150290
R66143	P33148	L219452
R28550	P15283	R28524
R33644	P32	R33634
R34756	P15684	L73594
R12274	P9069	R12268
R25230	P15032	L46711
R63489	P33133	L187946
R65828	P33142	L215666
R67029	P33145	L230081
R60246	P33139	L149036
R38033	P18004	R38023
R25498	P15056	L47838
R6293	P5022	R6206
R62763	P2005	R60165
R65215	P33147	L208315
R38898	HAS_ORCID	L76665
R67191	P2005	R63783
R57770	P31	R57771
R27339	P29	L54602
R44220	P23053	L82236
R29677	P15343	R29655
R31837	P27	L64423
R59816	P33064	L145162
R29007	P15317	L58773
R64639	P33145	L201422
R62103	P33135	L171316
R58686	P33049	L134237
R56934	P9040	L119672
R64524	P33146	L200043
R23369	P7144	R23371
R61899	P33140	L168873
R26000	P15105	L50715
R60051	P33108	L147189
R46149	P25010	L86431
R66748	P33142	L226706
R64592	P2005	R63783
R67524	P2005	R63783
R64933	P2005	R63783
R59699	P33041	L144359
R66939	P33150	L229006
R30749	P31	R31107
R25243	P27	L46820
R28533	P15282	L57440
R54440	P30	R50
R61451	P33140	L163497
R57688	P32	R57587
R65821	P33146	L215586
R26748	P27	L53157
R63224	P2005	R60165
R62232	P33135	L172864
R54768	P30002	L107338
R34650	P15674	L73132
R67429	P33141	L234877
R53162	P27	L97242
R53323	P31005	L98568
R66862	P33144	L228076
R58842	P33046	L135794
R61351	P2005	R60165
R31316	P15421	R31306
R62580	P33133	L177038
R25898	P27	L50120
R63573	P33131	L188952
R33737	P15602	L70567
R26638	METHOD	R26609
R54439	P30002	L104115
R26005	P32	R25962
R64294	P33147	L197284
R48373	P26002	R48374
R26415	P26	L52391
R64437	P33152	L199005
R63714	P2005	R60165
R54837	P31023	L108021
R66933	P2005	R63783
R48243	P26008	L89297
R62451	P33134	L175491
R65418	P2005	R63783
R56573	P30	R50
R54029	P31023	L100173
R57180	P32	R57102
R65513	P33147	L211891
R27718	P15254	L55928
R60680	P33136	L154241
R60576	P33133	L152990
R63006	P33135	L182152
R30705	P31	R30706
R68058	P25059	L238160
R30810	P15383	L62032
R33863	P31	R33864
R61328	P33138	L162019
R56144	P30	R50
R33084	P27	L69537
R54216	P31	R54217
R67080	P33141	L230689
R61980	P33132	L169837
R60053	P33107	L147212
R59898	P33078	L145887
R9179	P7111	L8802
R62741	P2005	R60165
R58190	P33048	L129276
R54182	P31	R54183
R28827	P15290	L58294
R67460	P33141	L235249
R58535	P33042	L132720
R63694	P33140	L190413
R66887	P33147	L228379
R23442	P26024	L45648
R66368	P33145	L222149
R62925	P33132	L181177
R65152	P33145	L207557
R29072	P28	L59006
R61453	P33131	L163512
R32871	compareContribution	R32848
R65547	P33145	L212297
R62275	P33140	L173385
R62847	P33136	L180245
R61699	P33132	L166465
R63023	P2005	R60165
R28743	HAS_METHOD	R28744
R61888	P33139	L168740
R64088	P33144	L194809
R59622	P33049	L143597
R60845	P33137	L156222
R66218	P33145	L220349
R9227	P7165	R9243
R60491	P33130	L151967
R54766	P31024	L107320
R64003	P33141	L193786
R56913	P29	L119490
R50114	contains	R50103
R54569	P32117	L105359
R59471	P33043	L142081
R62248	P33130	L173051
R69615	url	L240701
R29248	P30	R11
R58412	P33044	L131492
R65060	P33145	L206453
R61492	P33132	L163981
R59059	P33046	L137964
R54252	P31024	L102329
R25910	P27	L50186
R65985	P33144	L217552
R34395	P15648	R34320
R64356	P33143	L198024
R56925	P30	R50
R61358	P33139	L162380
R66226	P33149	L220449
R29955	P15344	R29952
R67739	P15370	R67791
R66106	P33146	L219006
R4110	P29	R4114
R56316	P15068	L114210
R66748	P33147	L226711
R64017	P33143	L193956
R34662	P15672	L73258
R52061	P30000	L95489
R64897	P33147	L204499
R32755	P15521	L67221
R58423	P33044	L131602
R28543	P15283	R28528
R66673	P33142	L225806
R61725	P33138	L166783
R67253	P33147	L232771
R66552	P33142	L224354
R31649	P32	R31303
R52109	P27	L95878
R33757	P15601	L70666
R25794	P15085	L49308
R59061	P33046	L137984
R61345	P33132	L162217
R63836	P33151	L191792
R60360	P33138	L150403
R31292	P32	R31282
R65969	P33141	L217357
R54514	P31024	L104836
R59570	P33044	L143072
R27058	P15177	L53921
R33088	P27	L69562
R31235	P15414	L62655
R63987	P2005	R63783
R64282	P33142	L197135
R33198	P29	L69636
R65956	P2005	R63783
R60624	P33137	L153570
R29180	P32	R29113
R27579	P15239	R27577
R50397	url	L92469
R31669	compareContribution	R31397
R59968	P33100	L146497
R41121	P20019	L79195
R60995	P33138	L158023
R32974	P27	L68946
R66146	P33142	L219482
R30545	P26	L60954
R26369	P32	R26155
R56641	P30001	L116997
R61275	P33138	L161383
R30751	P31	R31109
R69931	P30	R375
R55022	P29012	L109108
R68114	P7004	L238302
R61313	P33134	L161835
R53166	P30001	L97283
R65355	P2005	R63783
R54649	P28	L106163
R65911	P33147	L216667
R25817	P15083	L49517
R25733	P15078	L48924
R25339	P15035	L47302
R58719	P33049	L134567
R54392	P29012	L103661
R57090	P33012	L121172
R66268	P2005	R63783
R29170	P27	L59200
R61692	P33139	L166388
R66566	P33146	L224526
R25697	P15076	R6408
R56118	P31	R56119
R58525	P33049	L132627
R65170	P33146	L207774
R67247	P33152	L232704
R28320	P27	L57046
R55074	P27	L109597
R54356	P30	R50
R60198	P33134	L148455
R69989	P18059	R69939
R33673	P30	R11
R44458	HAS_VENUE	R67716
R58240	P33048	L129776
R65205	P33144	L208192
R59953	P33090	L146307
R69366	HAS_ORCID	L239801
R27746	P15257	R27727
R67109	P33151	L231047
R61286	P33130	L161507
R64443	P33150	L199075
R58873	P33050	L136108
R32739	P28	L67141
R36090	P16015	L74308
R61720	P33139	L166724
R46531	P25060	L87338
R27260	P15198	R27258
R32727	P15524	R32545
R64583	P33142	L200747
R44204	P23036	R44205
R63237	P33140	L184929
R60460	P33139	L151604
R41342	P18071	R41343
R69544	P34079	L240532
R59578	P33048	L143156
R54236	P29	L102195
R63713	P33130	L190631
R26042	P15110	L51110
R54489	P31024	L104596
R58736	P33041	L134729
R65155	P33143	L207591
R67876	P24013	L238485
R63985	P33152	L193581
R23321	P7121	L45142
R64602	P2005	R63783
R25510	P15054	L47920
R63431	P33133	L187250
R50040	P30	R11
R55148	P27	L110278
R34299	P29	L72067
R62039	P33135	L170548
R65589	P33152	L212808
R62910	P33133	L180998
R33317	P15592	R33315
